"income.Name","income.Code","Year","Education","Gender","Number.of.Enrolment","Vizside"
"Lower middle income","LMC",1975,"Pre-primary","Male",6160068,"education"
"Lower middle income","LMC",1975,"Primary","Male",87373748,"education"
"Lower middle income","LMC",1975,"Secondary","Male",35916756,"education"
"Lower middle income","LMC",1975,"Tertiary","Male",4800412.25,"education"
"Lower middle income","LMC",1976,"Pre-primary","Male",6457539.5,"education"
"Lower middle income","LMC",1976,"Primary","Male",89113092,"education"
"Lower middle income","LMC",1976,"Secondary","Male",37231148,"education"
"Lower middle income","LMC",1976,"Tertiary","Male",4947280,"education"
"Lower middle income","LMC",1977,"Pre-primary","Male",6847402.5,"education"
"Lower middle income","LMC",1977,"Primary","Male",92885400,"education"
"Lower middle income","LMC",1977,"Secondary","Male",38783332,"education"
"Lower middle income","LMC",1977,"Tertiary","Male",5059484.25,"education"
"Lower middle income","LMC",1978,"Pre-primary","Male",7321871.5,"education"
"Lower middle income","LMC",1978,"Primary","Male",94589140,"education"
"Lower middle income","LMC",1978,"Secondary","Male",40242530,"education"
"Lower middle income","LMC",1978,"Tertiary","Male",5372758,"education"
"Lower middle income","LMC",1979,"Pre-primary","Male",7654680,"education"
"Lower middle income","LMC",1979,"Primary","Male",97614784,"education"
"Lower middle income","LMC",1979,"Secondary","Male",42113282,"education"
"Lower middle income","LMC",1979,"Tertiary","Male",5625593,"education"
"Lower middle income","LMC",1980,"Pre-primary","Male",8236698.5,"education"
"Lower middle income","LMC",1980,"Primary","Male",101293416,"education"
"Lower middle income","LMC",1980,"Secondary","Male",44396264,"education"
"Lower middle income","LMC",1980,"Tertiary","Male",5920261.5,"education"
"Lower middle income","LMC",1981,"Pre-primary","Male",8347411.5,"education"
"Lower middle income","LMC",1981,"Primary","Male",104865864,"education"
"Lower middle income","LMC",1981,"Secondary","Male",46379608,"education"
"Lower middle income","LMC",1981,"Tertiary","Male",6341644.25,"education"
"Lower middle income","LMC",1982,"Pre-primary","Male",8661947.5,"education"
"Lower middle income","LMC",1982,"Primary","Male",108899552,"education"
"Lower middle income","LMC",1982,"Secondary","Male",49152164,"education"
"Lower middle income","LMC",1982,"Tertiary","Male",6367261.5,"education"
"Lower middle income","LMC",1983,"Pre-primary","Male",9031846.5,"education"
"Lower middle income","LMC",1983,"Primary","Male",113024168,"education"
"Lower middle income","LMC",1983,"Secondary","Male",52006724,"education"
"Lower middle income","LMC",1983,"Tertiary","Male",6953588,"education"
"Lower middle income","LMC",1984,"Pre-primary","Male",9451899.5,"education"
"Lower middle income","LMC",1984,"Primary","Male",116108576,"education"
"Lower middle income","LMC",1984,"Secondary","Male",55377064,"education"
"Lower middle income","LMC",1984,"Tertiary","Male",7522100,"education"
"Lower middle income","LMC",1985,"Pre-primary","Male",9857980,"education"
"Lower middle income","LMC",1985,"Primary","Male",117206488,"education"
"Lower middle income","LMC",1985,"Secondary","Male",57687412,"education"
"Lower middle income","LMC",1985,"Tertiary","Male",7628084.5,"education"
"Lower middle income","LMC",1986,"Pre-primary","Male",10323145,"education"
"Lower middle income","LMC",1986,"Primary","Male",118981360,"education"
"Lower middle income","LMC",1986,"Secondary","Male",59229064,"education"
"Lower middle income","LMC",1986,"Tertiary","Male",7800100.5,"education"
"Lower middle income","LMC",1987,"Pre-primary","Male",10696938,"education"
"Lower middle income","LMC",1987,"Primary","Male",119785800,"education"
"Lower middle income","LMC",1987,"Secondary","Male",61063736,"education"
"Lower middle income","LMC",1987,"Tertiary","Male",8212093,"education"
"Lower middle income","LMC",1988,"Pre-primary","Male",11379680,"education"
"Lower middle income","LMC",1988,"Primary","Male",123544384,"education"
"Lower middle income","LMC",1988,"Secondary","Male",62252076,"education"
"Lower middle income","LMC",1988,"Tertiary","Male",7780986.5,"education"
"Lower middle income","LMC",1989,"Pre-primary","Male",11537941,"education"
"Lower middle income","LMC",1989,"Primary","Male",127803096,"education"
"Lower middle income","LMC",1989,"Secondary","Male",63089468,"education"
"Lower middle income","LMC",1989,"Tertiary","Male",8097220.5,"education"
"Lower middle income","LMC",1990,"Pre-primary","Male",11587629,"education"
"Lower middle income","LMC",1990,"Primary","Male",129279904,"education"
"Lower middle income","LMC",1990,"Secondary","Male",65867484,"education"
"Lower middle income","LMC",1990,"Tertiary","Male",8354624,"education"
"Lower middle income","LMC",1991,"Pre-primary","Male",11774624,"education"
"Lower middle income","LMC",1991,"Primary","Male",131355704,"education"
"Lower middle income","LMC",1991,"Secondary","Male",68939548,"education"
"Lower middle income","LMC",1991,"Tertiary","Male",8449261,"education"
"Lower middle income","LMC",1992,"Pre-primary","Male",11783560,"education"
"Lower middle income","LMC",1992,"Primary","Male",133804832,"education"
"Lower middle income","LMC",1992,"Secondary","Male",72180616,"education"
"Lower middle income","LMC",1992,"Tertiary","Male",8560444,"education"
"Lower middle income","LMC",1993,"Pre-primary","Male",11703521,"education"
"Lower middle income","LMC",1993,"Primary","Male",137226728,"education"
"Lower middle income","LMC",1993,"Secondary","Male",75498524,"education"
"Lower middle income","LMC",1993,"Tertiary","Male",8722430.5,"education"
"Lower middle income","LMC",1994,"Pre-primary","Male",11944264,"education"
"Lower middle income","LMC",1994,"Primary","Male",140452152,"education"
"Lower middle income","LMC",1994,"Secondary","Male",77676196,"education"
"Lower middle income","LMC",1994,"Tertiary","Male",9024806,"education"
"Lower middle income","LMC",1995,"Pre-primary","Male",12046398,"education"
"Lower middle income","LMC",1995,"Primary","Male",141172720,"education"
"Lower middle income","LMC",1995,"Secondary","Male",79884908,"education"
"Lower middle income","LMC",1995,"Tertiary","Male",9417109,"education"
"Lower middle income","LMC",1996,"Pre-primary","Male",12031052,"education"
"Lower middle income","LMC",1996,"Primary","Male",142222960,"education"
"Lower middle income","LMC",1996,"Secondary","Male",81940324,"education"
"Lower middle income","LMC",1996,"Tertiary","Male",10289141.5,"education"
"Lower middle income","LMC",1997,"Pre-primary","Male",12252326,"education"
"Lower middle income","LMC",1997,"Primary","Male",143798160,"education"
"Lower middle income","LMC",1997,"Secondary","Male",84532324,"education"
"Lower middle income","LMC",1997,"Tertiary","Male",11084256.5,"education"
"Lower middle income","LMC",1998,"Pre-primary","Male",13398592,"education"
"Lower middle income","LMC",1998,"Primary","Male",144924040,"education"
"Lower middle income","LMC",1998,"Secondary","Male",84824316,"education"
"Lower middle income","LMC",1998,"Tertiary","Male",12078982,"education"
"Lower middle income","LMC",1999,"Pre-primary","Male",12274518,"education"
"Lower middle income","LMC",1999,"Primary","Male",146904216,"education"
"Lower middle income","LMC",1999,"Secondary","Male",84767012,"education"
"Lower middle income","LMC",1999,"Tertiary","Male",13266636,"education"
"Lower middle income","LMC",2000,"Pre-primary","Male",12170418,"education"
"Lower middle income","LMC",2000,"Primary","Male",149295272,"education"
"Lower middle income","LMC",2000,"Secondary","Male",88286648,"education"
"Lower middle income","LMC",2000,"Tertiary","Male",14285158,"education"
"Lower middle income","LMC",2001,"Pre-primary","Male",11927518,"education"
"Lower middle income","LMC",2001,"Primary","Male",149696984,"education"
"Lower middle income","LMC",2001,"Secondary","Male",90257632,"education"
"Lower middle income","LMC",2001,"Tertiary","Male",15019310,"education"
"Lower middle income","LMC",2002,"Pre-primary","Male",12431270,"education"
"Lower middle income","LMC",2002,"Primary","Male",151183912,"education"
"Lower middle income","LMC",2002,"Secondary","Male",93286928,"education"
"Lower middle income","LMC",2002,"Tertiary","Male",15690399,"education"
"Lower middle income","LMC",2003,"Pre-primary","Male",12886661,"education"
"Lower middle income","LMC",2003,"Primary","Male",154443872,"education"
"Lower middle income","LMC",2003,"Secondary","Male",96381552,"education"
"Lower middle income","LMC",2003,"Tertiary","Male",16602433,"education"
"Lower middle income","LMC",2004,"Pre-primary","Male",13257637,"education"
"Lower middle income","LMC",2004,"Primary","Male",157464336,"education"
"Lower middle income","LMC",2004,"Secondary","Male",99888816,"education"
"Lower middle income","LMC",2004,"Tertiary","Male",17600434,"education"
"Lower middle income","LMC",2005,"Pre-primary","Male",13758504,"education"
"Lower middle income","LMC",2005,"Primary","Male",161142800,"education"
"Lower middle income","LMC",2005,"Secondary","Male",102287944,"education"
"Lower middle income","LMC",2005,"Tertiary","Male",18043667,"education"
"Lower middle income","LMC",2006,"Pre-primary","Male",15638415,"education"
"Lower middle income","LMC",2006,"Primary","Male",162492224,"education"
"Lower middle income","LMC",2006,"Secondary","Male",104518144,"education"
"Lower middle income","LMC",2006,"Tertiary","Male",18863430,"education"
"Lower middle income","LMC",2007,"Pre-primary","Male",16752098,"education"
"Lower middle income","LMC",2007,"Primary","Male",164563664,"education"
"Lower middle income","LMC",2007,"Secondary","Male",108166032,"education"
"Lower middle income","LMC",2007,"Tertiary","Male",20733795,"education"
"Lower middle income","LMC",2008,"Pre-primary","Male",17824119,"education"
"Lower middle income","LMC",2008,"Primary","Male",163923376,"education"
"Lower middle income","LMC",2008,"Secondary","Male",110950592,"education"
"Lower middle income","LMC",2008,"Tertiary","Male",22834690,"education"
"Lower middle income","LMC",2009,"Pre-primary","Male",18195858,"education"
"Lower middle income","LMC",2009,"Primary","Male",164678848,"education"
"Lower middle income","LMC",2009,"Secondary","Male",111434656,"education"
"Lower middle income","LMC",2009,"Tertiary","Male",24286228,"education"
"Lower middle income","LMC",2010,"Pre-primary","Male",18252703,"education"
"Lower middle income","LMC",2010,"Primary","Male",166238592,"education"
"Lower middle income","LMC",2010,"Secondary","Male",116431848,"education"
"Lower middle income","LMC",2010,"Tertiary","Male",26149698,"education"
"Lower middle income","LMC",2011,"Pre-primary","Male",19971872,"education"
"Lower middle income","LMC",2011,"Primary","Male",167770464,"education"
"Lower middle income","LMC",2011,"Secondary","Male",120968544,"education"
"Lower middle income","LMC",2011,"Tertiary","Male",29764886,"education"
"Lower middle income","LMC",2012,"Pre-primary","Male",21819312,"education"
"Lower middle income","LMC",2012,"Primary","Male",170806368,"education"
"Lower middle income","LMC",2012,"Secondary","Male",125216936,"education"
"Lower middle income","LMC",2012,"Tertiary","Male",30675118,"education"
"Lower middle income","LMC",2013,"Pre-primary","Male",23934328,"education"
"Lower middle income","LMC",2013,"Primary","Male",169671088,"education"
"Lower middle income","LMC",2013,"Secondary","Male",126392624,"education"
"Lower middle income","LMC",2013,"Tertiary","Male",30439550,"education"
"Lower middle income","LMC",2014,"Pre-primary","Male",25232458,"education"
"Lower middle income","LMC",2014,"Primary","Male",168477232,"education"
"Lower middle income","LMC",2014,"Secondary","Male",130406432,"education"
"Lower middle income","LMC",2014,"Tertiary","Male",31701464,"education"
"Lower middle income","LMC",2015,"Pre-primary","Male",25819956,"education"
"Lower middle income","LMC",2015,"Primary","Male",169576464,"education"
"Lower middle income","LMC",2015,"Secondary","Male",132070384,"education"
"Lower middle income","LMC",2015,"Tertiary","Male",31958474,"education"
"Lower middle income","LMC",2016,"Pre-primary","Male",NA,"education"
"Lower middle income","LMC",2016,"Primary","Male",NA,"education"
"Lower middle income","LMC",2016,"Secondary","Male",NA,"education"
"Lower middle income","LMC",2016,"Tertiary","Male",NA,"education"
"Lower middle income","LMC",2017,"Pre-primary","Male",NA,"education"
"Lower middle income","LMC",2017,"Primary","Male",NA,"education"
"Lower middle income","LMC",2017,"Secondary","Male",NA,"education"
"Lower middle income","LMC",2017,"Tertiary","Male",NA,"education"
"Middle income","MIC",1970,"Pre-primary","Male",NA,"education"
"Middle income","MIC",1970,"Primary","Male",174326424,"education"
"Middle income","MIC",1970,"Secondary","Male",65054112,"education"
"Middle income","MIC",1970,"Tertiary","Male",8417169.5,"education"
"Middle income","MIC",1971,"Pre-primary","Male",NA,"education"
"Middle income","MIC",1971,"Primary","Male",179908320,"education"
"Middle income","MIC",1971,"Secondary","Male",70256320,"education"
"Middle income","MIC",1971,"Tertiary","Male",8861244.5,"education"
"Middle income","MIC",1972,"Pre-primary","Male",12379165,"education"
"Middle income","MIC",1972,"Primary","Male",187586832,"education"
"Middle income","MIC",1972,"Secondary","Male",75818220,"education"
"Middle income","MIC",1972,"Tertiary","Male",9300733.5,"education"
"Middle income","MIC",1973,"Pre-primary","Male",12565455,"education"
"Middle income","MIC",1973,"Primary","Male",200530112,"education"
"Middle income","MIC",1973,"Secondary","Male",80812952,"education"
"Middle income","MIC",1973,"Tertiary","Male",9795194,"education"
"Middle income","MIC",1974,"Pre-primary","Male",12821857,"education"
"Middle income","MIC",1974,"Primary","Male",209292272,"education"
"Middle income","MIC",1974,"Secondary","Male",82599596,"education"
"Middle income","MIC",1974,"Tertiary","Male",10374104,"education"
"Middle income","MIC",1975,"Pre-primary","Male",13533458,"education"
"Middle income","MIC",1975,"Primary","Male",213603664,"education"
"Middle income","MIC",1975,"Secondary","Male",85882148,"education"
"Middle income","MIC",1975,"Tertiary","Male",10978890,"education"
"Middle income","MIC",1976,"Pre-primary","Male",15999677,"education"
"Middle income","MIC",1976,"Primary","Male",217276480,"education"
"Middle income","MIC",1976,"Secondary","Male",93264120,"education"
"Middle income","MIC",1976,"Tertiary","Male",11440844,"education"
"Middle income","MIC",1977,"Pre-primary","Male",20778406,"education"
